ID;WORD;VOCALIZED;WORD_TYPE;SYNO_SET;SYNO_SET_VOCALIZED
3804;جاهل;جَاهِل;اسم;"ذو الجهل;سفيه;أحمق;";"ذُو الجَهْل;سَفِيه;أَحْمَق;"
3805;جاوب;جَاوَبَ;فعل;"ردّ";"رَدَّ"
3806;جاور;جَاوَرَ;فعل;"صار(جارا)";"صَارَ(جَارًا)"
3807;جبان;جَبَان;اسم;"شديد(الخوف)";"شَدِيد(الخَوْف)"
3808;جبر;جَبْر;مصدر;"إصلاح";"إِصْلاَح"
3809;جبر;جَبَرَ;فعل;"أصلح";"أَصْلَحَ"
3810;جبل الله الخلق;جَبَلَ الله الخَلْق;فعل;"خلق(هم)";"خَلَقَ(هم)"
3811;جبل;جُبِلَ;فعل;"طبع";"طُبِعَ"
3812;جبل;جَبْل;اسم;"خلق;طّبع;خلط بالماء";"خَلْق;طَّبْع;خَلْط بِالمَاء"
3813;جثا;جَثَا;فعل;"جلس(على ركبتيه)";"جَلَس(عَلَى رُكْبَتَيه)"
3814;جثو;جَثْوٌ;اسم;"جلوس عل الركبتين";"جُلُوس عَل الرُكْبَتَين"
3815;جحد;جَحَدَ;فعل;"أنكر";"أَنْكَرَ"
3816;جحر;جَحَرَ;فعل;"غار";"غَارَ"
3817;جحظ;جَحَظَ;فعل;"خرج;حدق;عظم";"خَرَجَ;حَدَقَ;عَظُمَ"
3818;جحم;جَحَمَ;فعل;"أشعل";"أَشْعَلَ"
3819;جحود;جُحُود;مصدر;"إنكار;كفر;";"إِنْكَار;كُفْر;"
3820;جحيم;جَحِيم;اسم;"جهنّم";"جَهَنَّم"
3821;جحف;جَحْف;مصدر;"تكبّر";"تَكَبُّر"
3822;جخف;جَخَفَ;فعل;"تكبّر";"تَكَبَّرَ"
3823;جخف;جَخَف;مصدر;"تكبّر";"تَكَبُّر"
3824;جخيف;جَخِيف;اسم;"تكبّر;متكبّر";"تَكَبُّر;مُتَكَبِّر"
3825;جد;جَدَّ;فعل;"قطع;عظم;صار جديدا;رصن;يبس;اجتهد";"قَطَعَ;عَظُمَ;صَارَ جَدِيدًا;رَصُنَ;يَبِسَ;اِجْتَهَدَ"
3826;جد;جَدّ;مصدر;"قطع;عظمة;والد (الأب أو الأم)";"قَطْع;عَظَمَة;وَالِد (الأَب أَو الأُم)"
3827;جد;جِدّ;مصدر;"اجتهاد;رصانة;إسراع";"اِجْتِهَاد;رَصَانَة;إِسْرَاع"
3828;جد;جَدَّ;فعل;"يبس;جفّ";"يَبِسَ;جَفَّ"
3829;جداء(من الإبل);جَدَّاء(من الإِبِل);اسم;"يابسة الضرع";"يَابِسَة الضَرع"
3830;جدب;جَدْب;اسم;"محل;يباس";"مَحْل;يَبَاس"
3831;جدب;جَدَبَ;فعل;"محل;يبس";"مَحِلَ;يَبِسَ"
3832;جدة;جِدَّة;مصدر;"حداثة";"حَدَاثَة"
3833;جدد;جَدَدَ;مصدر;"يباس;جفاف";"يَبَاس;جَفَاف"
3834;جدد;جَدَّدَ;فعل;"حدّب";"حَدَّبَ"
3835;جدوى;جَدْوَى;اسم;"فائدة";"فَائِدَة"
3836;جدوب;جَدُوب;اسم;"ماحل;يابس";"مَاحِل;يَابِس"
3837;جديب;جَدِيب;اسم;"ماحل;يابس";"مَاحِل;يَابِس"
3838;جديد;جَدِيد;اسم;"حديث;عصري";"حَدِيث;عَصْريَ"
3839;جذب;جَذب;مصدر;"شدّ;مدّ;بسط";"شَدّ;مَدّ;بَسْط"
3840;جذب;جَذَبَ;فعل;"شدّ;مدّ;بسط";"شَدَّ;مَدَّ;بَسَطَ"
3841;جذل;جَذِلَ;فعل;"فرح";"فَرِحَ"
3842;جذل;جَذْل;اسم;"فرح";"فَرَح"
3843;جذلان;جَذْلاَن;مصدر;"فرحان";"فَرْحَان"
3844;جر;جَرَّ;فعل;"جذب;سحب;";"جَذَبَ;سَحَبَ;"
3845;جر;جَرّ;مصدر;"جذب;سحب;";"جَذْب;سَحْب;"
3846;جرأ;جَرَّأَ;فعل;"شجّع";"شَجَّعَ"
3847;جرى;جَرَى;فعل;"سال";"سَالَ"
3848;جرأة;جُرْأَة;مصدر;"شجاعة;إقدام;";"شَجَاعَة;إِقْدَام;"
3849;جرؤ;جَرُؤَ;فعل;"شجع;أقدم;";"شَجُعَ;أَقْدَمَ;"
3850;جرب;جَرَّبَ;فعل;"اختبر";"اِخْتَبَرَ"
3851;جرد;جَرَدَ;فعل;"عدّ;أحصى;";"عَدَّ;أَحْصَى;"
3852;جرد;جَرَّدَ;فعل;"سلّ;انتزع;";"سَلَّ;اِنْتَزَعَ;"
3853;جرم;جُرْم;اسم;"ذنب;خطأ;خطيئة";"ذَنْب;خَطَأ;خَطِيئَة"
3854;جرم;جَرَّمَ;فعل;"اتّهم";"اِتَّهَمَ"
3855;جريء;جَرِيء;اسم;"شجاع;مقدام;";"شُجَاع;مِقْدَام;"
3856;جريمة;جَرِيمَة;اسم;"ذنب;جناية;";"ذَنْب;جِنَايَة;"
3857;جزأ;جَزَّأَ;فعل;"قسّم";"قَسَّمَ"
3858;جزء;جُزْء;اسم;"بعض;قسم;";"بَعْض;قِسْم;"
3859;جزاء;جَزَاء;مصدر;"ثواب;مكافأة;عقاب";"ثَوَاب;مُكَافَأَة;عِقَاب"
3860;جزار;جَزَّار;اسم;"ذباح;لحّام;";"ذَبَاح;لَحَّام;"
3861;جزالة;جَزَالَة;اسم;"عظم;غلظة;";"عِظَم;غِلْظَة;"
3862;جزع;جَزِع;اسم;"شديد(الخوف);وجل;شديد(الحزن)";"شَدِيد(الخَوْف);وَجِل;شَدِيد(الحُزْن)"
3863;جزع;جَزَع;مصدر;"عدم الصّبر;اضطراب;";"عَدَم الصَّبْر;اِضْطِرَاب;"
3864;جزع;جَزِعَ;فعل;"أشفق;خاف;";"أَشْفَقَ;خَافَ;"
3865;جزل(من الرأي);جَزْلُ(من الرّأي);اسم;"سديد;محكم;";"سَدِيد;مُحْكَم;"
3866;جزل(من الكلام);جَزْلُ(من الكَلامِ);اسم;"فصيح;متين;";"فَصِيح;مَتِين;"
3867;جزم;جَزْم;مصدر;"تأكيد;فعل بثقة;";"تَأْكِيد;فِعْل بِثِقَة;"
3868;جزم (الشيء);جَزَمَ (الشيء);فعل;"أكّد";"أَكَّدَ"
3869;جزم(الأمر);جَزَمَ(الأمر);فعل;"فعل بثقة";"فَعَلَ بِثِقَة"
3870;جزم;جَزَمَ;فعل;"عزم";"عَزَمَ"
3871;جزوع;جَزُوع;اسم;"مضطرب;قليل الصبر;";"مُضْطَرِب;قَلِيل الصَبر;"
3872;جسارة;جَسَارَة;اسم;"جرأة;شجاعة;إقدام";"جُرْأَة;شَجَاعَة;إِقْدَام"
3873;جسد;جَسَد;اسم;"بدن";"بَدَن"
3874;جسدي;جَسَدِيّ;اسم;"بدنيّ";"بَدَنِيّ"
3875;جسر;جَسَرَ;فعل;"أقدم;جرؤ;";"أَقْدَمَ;جَرُؤَ;"
3876;جسر;جَسْر;اسم;"شجاع";"شُجَاع"
3877;جسرة;جَسْرَة;اسم;"جرأة";"جُرْأَة"
3878;جسر;جَسَّرَ;فعل;"شجّع";"شَجَّعَ"
3879;جسور;جَسُور;اسم;"شجاع;مقدام;جريء";"شُجَاع;مِقْدَام;جَرِيء"
3880;جش;جَشُّ;اسم;"مرتفع";"مُرْتَفِع"
3881;جشة;جُشَّة;اسم;"شدّة (الصوت)";"شِدّة (الصَوْت)"
3882;جشر;جَشَّرَ;فعل;"أفرغ";"أَفْرَغَ"
3883;جشر;جَشُرَ;فعل;"خشن;غلظ;";"خَشُنَ;غَلُظَ;"
3884;جشرة;جُشْرَة;مصدر;"خشونة;غلظة;";"خُشُونَة;غِلْظَة;"
3885;جشش;جَشَش;اسم;"غليظ;ذو بحة;";"غِلِيظ;ذُو بَحَة;"
3886;جشع;جَشَع;اسم;"طمع;حرص;";"طَمَع;حِرْص;"
3887;جشع;جَشِعَ;فعل;"طمع;حرص;";"طَمَعَ;حَرَصَ;"
3888;جشع;جَشِع;اسم;"طمّاع;حريص";"طَمَّاع;حَرِيص"
3889;جشم;جَشَم;اسم;"ثقل;";"ثِقَل;"
3890;جشم;جَشِم;اسم;"غليظ;";"غَلِيظ;"
3891;جشم;جُشْم;اسم;"ثقل;حمل";"ثِقْل;حِمْل"
3892;جعد;جَعُدَ;فعل;"تقبّض;التوى";"تَقَبَّضَ;اِلْتَوَى"
3893;جعد;جَعْد;اسم;"متقبّض;ملتوي";"مُتَقَبِّض;مُلْتَوِي"
3894;جف;جَفَّ;فعل;"يبس;";"يَبِسَ;"
3895;جف(الشيء);جَفَّ(الشيء);فعل;"جمع;";"جَمَعَ;"
3896;جف;جَفَّ;فعل;"نشف;";"نَشِفَ;"
3897;جفاء;جَفَاء;اسم;"غلظ (في العشرة);إعراض";"غِلْظ (في العِشْرَة);إِعْرَاض"
3898;جفاف;جَفَاف;اسم;"يباس;";"يَبَاس;"
3899;جفى;جَفَى;فعل;"غلظ ;أعرض";"غَلُظَ ;أَعْرَضَ"
3900;جفل;جَفْل;مصدر;"نفور;شرد";"نُفُور;شَرْد"
3901;جفل;جَفَّلَ;فعل;"نفّر;طرد";"نَفَّرَ;طَرَدَ"
3902;جفل;جَفَلَ;فعل;"نفر;شرد";"نَفَرَ;شَرَدَ"
3903;جفول;جُفُول;مصدر;"نفور;شرد";"نُفُور;شَرْد"
3904;جفيف;جَفِيف;فعل;"جافّ;يابس;";"جَافّ;يَابِس;"
3905;جل;جَلَّ;فعل;"عظم";"عَظُمَ"
3906;جل;جِلّ;اسم;"عظيم";"عَظِيم"
3907;جلا(الأمر);جَلاَ(الأَمْرَ);فعل;"أوضح";"أَوْضَحَ"
3908;جلا(عن البلاد);جَلاَ(عن البِلاَدِ);فعل;"خرج";"خَرَجَ"
3909;جلاء;جَلاَء;مصدر;"خروج;إيضاح;";"خُرُوج;إِيضَاح;"
3910;جلاجل;جَلاَجِل;اسم;"أجراس";"أَجْرَاس"
3911;جلادة;جَلاَدَة;اسم;"صبر;صلابة;شّدّة";"صَبْر;صَلاَبَة;شِّدَّة"
3912;جلال;جَلاَل;اسم;"عظمة;كبر (الحجم);";"عَظَمَة;كِبَر (الحَجْم);"
3913;جلالة;جَلاَلَة;اسم;"عظم(القدر)";"عِظَم(القَدْر)"
3914;جلب;جَلَبَ;فعل;"أتى(به)";"أَتَى(بِهِ)"
3915;جلبة;جَلَبَة;اسم;"ضجّة";"ضَجّة"
3916;جلد;جَلَد;اسم;"صبر;صلابة;شّدّة";"صَبْر;صَلاَبَة;شِّدَّة"
3917;جلد;جَلْدٌ;اسم;"شديد;قويّ;صبور";"شَدِيد;قَوِيّ;صَبُور"
3918;جلد;جَلُدَ;اسم;"قوي;صبر;";"قَوِيَ;صَبَرَ;"
3919;جلد;جَلَدَ;فعل;"ضرب";"ضَرَبَ"
3920;جلس;جَلَسَ;فعل;"قعد";"قَعَدَ"
3921;جلس;جِلْس;مصدر;"مجالس";"مُجَالِس"
3922;جلف;جِلْف;اسم;"جافّ;غليظ;قاسي;";"جَافّ;غَلِيظ;قَاسِي;"
3923;جلود;جَلُود;اسم;"شديد;قويّ;صبور;";"شَدِيد;قَوِيّ;صَبُور;"
3924;جلوس;جُلُوس;مصدر;"قعود";"قُعُود"
3925;جلي;جَلِيّ;اسم;"واضح";"وَاضِح"
3926;جليل;جَلِيل;مصدر;"عظيم (القدر)";"عَظِيم (القَدَر)"
3927;جم;جَمّ;اسم;"كثير;مجتمع";"كَثِير;مُجْتَمِع"
3928;جم;جَمَّ;فعل;"ترك;لم يركب";"تَرَكَ;لم يَرْكَب"
3929;جماء;جَمَّاءُ;اسم;"ملساء";"مَلْسَاء"
3930;جماح;جِمَاح;مصدر;"تمرّد;نفور;هيجان;";"تَمَرُّد;نُفُور;هَيَجَان;"
3931;جمال;جَمَال;اسم;"حسن";"حُسْن"
3932;جمام;جَمَام;مصدر;"راحة";"رَاحَة"
3933;جمام;جَمّام;اسم;"ممتلئ";"مُمْتَلِئ"
3934;جمجم;جَمْجَمَ;فعل;"لم يبيّن";"لم يُبَيِّن"
3935;جمجمة;جَمْجَمَة;مصدر;"غموض;إخفاء;إهلاك;إماتة";"غُمُوض;إِخْفَاء;إِهْلاَك;إِمَاتَة"
3936;جمح;جَمْح;مصدر;"تمرّد;هيجان;نفور";"تَمَرُّد;هَيَجَان;نُفُور"
3937;جمح;جَمَحَ;فعل;"تمرّد;هاج;نفر";"تَمَرَّدَ;هَاجَ;نَفَرَ"
3938;جمد;جَمَدَ;فعل;"صلب";"صَلُبَ"
3939;جمد-ت-(عينه);جَمَدَ-ت-(عَيْنُهُ);فعل;"انقطع-دمعها-";"اِنْقَطَعَ-دَمْعُهَا-"
3940;جمد-مكانه-;جَمَدَ-مَكَانَهُ-;فعل;"وقف";"وَقَفَ"
3941;جمع;جَمْع;فعل;"ضمّ;تأليف;";"ضَمّ;تَأْلِيف;"
3942;جمع;جَمَعَ;فعل;"ضمّ";"ضَمَّ"
3943;جمع;جَمَّعَ;فعل;"جمع";"جَمَعَ"
3944;جمع(بين القلوب);جَمَعَ(بينَ القُلُوبِ);فعل;"ألف";"أَلَفَ"
3945;جمل;جَمَّلَ;فعل;"حسّن;زيّن;";"حَسَّنَ;زَيَّنَ;"
3946;جمل;جَمُلَ;فعل;"حسن";"حَسُنَ"
3947;جملة;جُمْلَة;اسم;"جماعة";"جَمَاعَة"
3948;جموح;جُمُوح;مصدر;"تمرّد;هيجان;نفور";"تَمَرُّد;هَيَجَان;نُفُور"
3949;جمود;جُمُود;مصدر;"صلابة";"صَلاَبَة"
3950;جميع;جَمِيع;اسم;"كلّ";"كُلّ"
3951;جميل;جَمِيل;اسم;"حسن;معروف;إحسان";"حَسَن;مَعْرُوف;إِحْسَان"
3952;جن;جَنَّ;فعل;"استتر;اختبأ";"اِسْتَتَرَ;اِخْتَبَأَ"
3953;جن(الشيء);جَنَّ(الشيءَ);فعل;"ستر;خبّأ";"سَتَرَ;خَبَّأَ"
3954;جن(الليل);جَنَّ(اللَّيْلُ);اسم;"أظلم";"أَظْلَمَ"
3955;جناح;جُنَاح;اسم;"إثم;ذنب";"إِثْم;ذَنْب"
3956;جنان;جَنَان;اسم;"قلب;روح";"قَلْب;رُوح"
3957;جنب;جَنَّبَ;فعل;"أبعد";"أَبْعَدَ"
3958;جنة;جَنَّة;اسم;"حديقة;فردوس";"حَدِيقَة;فِرْدَوْس"
3959;جنحة;جُنْحَة;اسم;"جرم";"جُرْم"
3960;جنح;جَنَحَ;فعل;"مال";"مَالَ"
3961;جنس;جَنَّسَ;فعل;"شاكل";"شَاكَلَ"
3962;جنف;جَنَف;مصدر;"ظلم;ميل-عن الحقّ-";"ظُلْم;مَيْل-عَنِ الحَقّ-"
3963;جهاد;جِهَاد;مصدر;"قتال";"قِتَال"
3964;جهار;جِهَار;مصدر;"عيان;علانية";"عَيَان;عَلاَنِيَة"
3965;جهد;جَهَدَ;فعل;"جدّ;تعب";"جَدَّ;تَعِبَ"
3966;جهد;جُهْد;مصدر;"وسع;طاقة;مشقّة;تعب";"وسْع;طَاقَة;مَشَقَّة;تَعَب"
3967;جهر;جَهْر;مصدر;"علانية";"عَلاَنِيَة"
3968;جهر;جَهَرَ;فعل;"أعلن;";"أَعْلَنَ;"
3969;جهر;جُهْر;مصدر;"حسن-المنظر-;";"حُسْن-المَنْظَر-;"
3970;جهر;جَهُرَ;فعل;"ارتفع;";"اِرْتَفَعَ;"
3971;جهل;جَهْل;اسم;"عدم-المعرفة-;حمق";"عَدَم-المَعْرِفَة-;حُمْق"
3972;جهل;جَهِلَ;فعل;"لم يعرف;";"لَم يَعْرِف;"
3973;جهنم;جَهَنَّمَ;اسم;"نار;جحيم";"نَار;جَحِيم"
3974;جهوري;جَهْوَرِيّ;اسم;"شديد;عالي";"شَدِيد;عَالِي"
3975;جو;جَوّ;اسم;"فضاء;";"فَضَاء;"
3976;جواب;جَوَاب;اسم;"ردّ;";"رَدّ;"
3977;جواد;جَوَاد;اسم;"سخيّ;كريم";"سَخِيّ;كَرِيم"
3978;جوار;جِوَار;اسم;"مجاورة;أمان";"مُجَاوَرَة;أَمَان"
3979;جارح;جَارِح;اسم;"مفترس;";"مُفْتَرِس;"
3980;جود;جَوْد;اسم;"مطر-غزير-;";"مَطَر-غَزِير-;"
3981;جود;جَوَّدَ;فعل;"حسّن;";"حَسَّنَ;"
3982;جود;جُود;اسم;"سخاء;كرم";"سَخَاء;كَرَم"
3983;جور;جَوْر;اسم;"ظلم;";"ظُلْم;"
3984;جوز;جَوَّزَ;فعل;"سوّغ;أباح;سمح";"سَوَّغَ;أَبَاحَ;سَمَحَ"
3985;جوس;جُوس;اسم;"جوع";"جُوع"
3986;جوف;جَوْف;اسم;"داخل;بطن;";"دَاخِل;بَطْن;"
3987;جيئة;جِيئَة;اسم;"مجيء";"مَجِيء"
3988;جياش;جَيَّاش;اسم;"متحرك;مضطرب;";"مُتَحَرِك;مُضْطَرِب;"
3989;جيد;جَيِّد;اسم;"حسن;صالح;";"حَسَن;صَالِح;"
3990;حاجة;حَاجَة;اسم;"مطلب";"مَطْلَب"
3991;حادث;حَادِث;اسم;"مستجد";"مُسْتَجَد"
3992;حاذر;حَاذَرَ;اسم;"حذر;توقّى;";"حَذِرَ;تَوَقّى;"
3993;حاذق;حَاذِق;اسم;"ماهر;بارع;";"مَاهِر;بَارِع;"
3994;حار;حَارّ;اسم;"ساخن";"سَاخِن"
3995;حارب;حَارَبَ;فعل;"قاتل";"قَاتَلَ"
3996;حارث;حَارِث;اسم;"مزارع";"مُزَارِع"
3997;حارس;حَارِس;اسم;"حافظ;حامي;";"حَافِظ;حَامِي;"
3998;حازم;حَازِم;اسم;"شديد;واثق;";"شَدِيد;وَاثِق;"
3999;حاسر;حَاسِر;اسم;"كاشف";"كَاشِف"
4000;حاسم;حَاسِم;اسم;"صارم";"صَارِم"
4001;حاشية;حَاشِيَة;اسم;"جانب;أهل(الخاصّة)";"جَانِب;أَهْل(الخَاصَّة)"
4002;حاصد;حَاصِد;اسم;"قاطع";"قَاطِع"
4003;حاضر;حَاضِر;اسم;"موجود;حاليّ";"مَوْجُود;حَالِيّ"
4004;حاضرة;حَاضِرَة;اسم;"مدينة-كبيرة-";"مَدِينَة-كَبِيرَة-"
4005;حافظ;حَافَظَ;فعل;"واظب;داوم;رعى;حرس";"وَاظَبَ;دَاوَمَ;رَعَى;حَرَسَ"
4006;حافظ(عليه);حَافَظَ(علَيهَ);فعل;"رعى(ه);حرس(ه)";"رَعَى(ه);حَرَسَ(ه)"
4007;حافظ;حَافِظ;اسم;"راعي;حارس;حامي;واعي";"رَاعِي;حَارِس;حَامِي;وَاعِي"
4008;حافل;حَافِل;اسم;"كثير;ممتلىء";"كَثِير;مُمْتَلِىء"
4009;حاقة;حَاقّة;اسم;"مصيبة;قيامة;دينونة;";"مُصِيبَة;قِيَامَة;دَيْنُونَة;"
4010;حاقد;حَاقِد;اسم;"مبغض;ناقم";"مُبْغَض;نَاقِم"
4011;حاكى;حَاكَى;فعل;"شابه;ماثل";"شَابَهَ;مَاثَلَ"
4012;حاكم;حَاكِم;اسم;"قاضي;مدير";"قَاضِي;مُدِير"
4013;حال;حَالَ;فعل;"تحوّل;تغيّر;احتال;";"تَحَوَّلَ;تَغَيَّرَ;اِحْتَالَ;"
4014;حال(بين شيئين);حَالَ(بَينَ شَيْئَين);فعل;"وقف-حاجزا-";"وَقَفَ-حَاجِزًا-"
4015;حالك;حَالِك;اسم;"شديد-السّواد-";"شَدِيد-السَّوَاد-"
4016;حامل;حَامِل;اسم;"حبلى";"حُبْلَى"
4017;حامي;حَامِي;اسم;"مدافع;حافظ;ساخن";"مُدَافِع;حَافِظ;سَاخِن"
4018;حان;حَانَ;فعل;"قرب";"قَرُبَ"
4019;حانق;حَانِق;اسم;"غضبان;معتاظ;";"غَضْبَان;مُعْتَاظ;"
4020;حب;حَبَّ;فعل;"ودّ;أحبّ;";"وَدَّ;أَحَبَّ;"
4021;حب;حُبّ;اسم;"ودّ";"وِدّ"
4022;حبب;حَبَبَّ;فعل;"أحبب";"أَحْبَبَ"
4023;حبذ;حَبَّذَ;فعل;"قبل;ارتضى;";"قَبِلَ;اِرْتَضَى;"
4024;حبس;حَبَسَ;فعل;"سجن;أسر;";"سَجَنَ;أَسَرَ;"
4025;حبور;حُبُور;مصدر;"سرور;فرح;";"سُرُور;فَرَح;"
4026;حبيب;حَبِيب;اسم;"محبوب";"مَحْبُوب"
4027;حبيس;حَبِيس;اسم;"سجين;أسير;";"سَجِين;أَسِير;"
4028;حت;حَتّ;مصدر;"سقوط";"سُقُوط"
4029;حت;حَتَّ;فعل;"سقط";"سَقَطَ"
4030;حثالة;حُثَالَة;اسم;"أرذال";"أَرْذَال"
4031;حثيث;حَثِيث;اسم;"سريع";"سَرِيع"
4032;حجأ;حَجَأَ;فعل;"فرح";"فَرِحَ"
4033;حجأ;حَجِأَ;فعل;"ضنّ;بخل";"ضَنَّ;بَخِلَ"
4034;حجا;حَجَا;فعل;"كتم";"كَتَمَ"
4035;حجء;حَجْء;اسم;"فرح;لجوء;بخل;منع;ضّنّ";"فَرَح;لُجُوء;بُخْل;مَنْع;ضَّنّ"
4036;حجاب;حِجَاب;اسم;"سّتر";"سِّتْر"
4037;حجب;حَجْب;مصدر;"منع;ستر";"مَنْع;سَتْر"
4038;حجب;حَجَبَ;فعل;"منع;ستر";"مَنَعَ;سَتَرَ"
4039;حجب(الشيء);حَجَبَ(الشيء);فعل;"ستر(ه)";"سَتَرَ(ه)"
4040;حجم;حَجَمَ;فعل;"صرف;منع";"صَرَفَ;مَنَعَ"
4041;حداثة;حَدَاثَة;اسم;"جدّة";"جِدَّة"
4042;حدة;حَدَّة;اسم;"نشاط;قوّة;غضب;نفاذ;مضاء";"نَشَاط;قُوّة;غَضَب;نَفَاذ;مَضَاء"
4043;حدث;حَدَث;اسم;"صغير-السن-;أمر-حادث-";"صَغِير-السِن-;أَمْر-حَادِث-"
4044;حدج;حَدَجَ;فعل;"أحدّ-إليه النظر-";"أَحَدَّ-إِلَيهِ النَظَر-"
4045;حدر;حَدَرَ;فعل;"نزل;هبط";"نَزَلَ;هَبَطَ"
4046;حدر;حَدَرَ;مصدر;"نزول;هبوط";"نُزُول;هُبُوط"
4047;حدس;حَدَسَ;فعل;"ظنّ;خمّن";"ظَنَّ;خَمَّنَ"
4048;حدس;حَدْس;اسم;"ظنّ;تخمين;";"ظَنّ;تَخْمِين;"
4049;حدق;حَدَّقَ;فعل;"أحاط";"أَحَاطَ"
4050;حديث;حَدِيث;اسم;"جديد;خبر;";"جَدِيد;خَبَر;"
4051;حذر;حَذَر;مصدر;"توقّي;تنبّه;";"تَوَقّي;تَنَبُّه;"
4052;حذر;حَذَّرَ;فعل;"خوّف;نبّه;";"خَوَّفَ;نَبَّهَ;"
4053;حذر;حَذِر;اسم;"متنبّه;متيقظ;";"مُتَنَبِّه;مُتَيَقِظ;"
4054;حذر;حَذِرَ;فعل;"خاف;توقّى;احترس";"خَافَ;تَوَقَّى;اِحْتَرَسَ"
4055;حذق;حِذْق;اسم;"مهارة;براعة;";"مَهَارَة;بَرَاعَة;"
4056;حذق;حَذِقَ;فعل;"مهر;برع;";"مَهَرَ;بَرَعَ;"
4057;حر;حُرّ;اسم;"طليق";"طَلِيق"
4058;حراث;حَرَّاث;اسم;"زرّاع";"زَرَّاع"
4059;حرارة;حَرَارَة;اسم;"سخونة";"سُخُونَة"
4060;حراسة;حِرَاسَة;اسم;"حفظ;صيانة;حماية";"حِفْظ;صِيَانَة;حِمَايَة"
4061;حرام;حَرَام;اسم;"ممنوع;محظور;";"مَمْنُوع;مَحْظُور;"
4062;حران;حَرَّان;اسم;"شديد-العطش-;ظمئ;هيمان";"شَدِيد-العَطَش-;ظَمِئ;هَيْمَان"
4063;حران;حِرَان;اسم;"وقوف;عدم الانقياد;";"وُقُوف;عَدَم الانْقِيَاد;"
4064;حرب-من الرجال-;حَرْبٌ-من الرِجَالِ-;اسم;"شجاع";"شُجَاع"
4065;حرة;حُرّة;اسم;"طليقة;كريمة";"طَلِيقَة;كَرِيمَة"
4066;حرث;حَرْث;اسم;"فلاحة;زرع;كسب;رّبح";"فِلاَحَة;زَرْع;كَسْب;رِّبْح"
4067;حرث;حَرَثَ;فعل;"شقّ;ذلّل";"شَقَّ;ذَلَّلَ"
4068;حرد;حَرِدَ;فعل;"غضب;استاء";"غَضِبَ;اِسْتَاءَ"
4069;حرد;حَرِد;مصدر;"غضبان;مستاء";"غَضْبَان;مُسْتَاء"
4070;حرر;حَرَّرَ;فعل;"أطلق;سرح;أعتق;";"أَطْلَقَ;سَرَحَ;أَعْتَقَ;"
4071;حرس;حَرَسَ;فعل;"حفظ;حمى;صان;";"حَفِظَ;حَمَى;صَانَ;"
4072;حرص;حِرْص;مصدر;"شره;تمسّك;بخل;";"شَرَه;تَمَسُّك;بُخْل;"
4073;حرص;حَرِصَ;فعل;"شره;تمسّك;بخل;";"شَرِهَ;تَمَسَّكَ;بَخِلَ;"
4074;حرض;حَرَّضَ;فعل;"حثّ;دفع";"حَثَّ;دَفَعَ"
4075;حرف;حَرَفَ;فعل;"مال;صرف;أبعد;";"مَالَ;صَرَفَ;أَبْعَدَ;"
4076;حرف;حَرْف;مصدر;"ميل;صرف;إبعاد;";"مَيْل;صَرْف;إِبْعَاد;"
4077;حرم;حَرَمَ;فعل;"منع";"مَنَعَ"
4078;حرم;حَرَّمَ;فعل;"منع;حظّر";"مَنَعَ;حَظَّرَ"
4079;حرم;حَرَم;اسم;"مكان-مقدّس-;شيء محرّم";"مَكَان-مُقَدَّس-;شيء مُحَرَّم"
4080;حرم;حَرُمَ;فعل;"امتنع";"اِمْتَنَعَ"
4081;حرم;حَرِمَ;فعل;"خسر";"خَسِرَ"
4082;حرمان;حِرْمَان;مصدر;"منع";"مَنْع"
4083;حرمة;حُرْمَة;اسم;"محرّم;حقّ الله على البشر;ذمة;امرأة-الرجل-";"مُحَرَّم;حَقُّ الله عَلَى البَشَر;ذِمَة;اِمْرَأَة-الرَجُل-"
4084;حرن;حَرَنَ;فعل;"وقف;لم ينقد";"وَقَفَ;لَم يَنْقَد"
4085;حرون;حَرُون;اسم;"واقف;غير منقاد";"وَاقِف;غَيْر مُنْقَاد"
4086;حرون;حُرُون;مصدر;"لزوم";"لُزُوم"
4087;حري;حَرِيُّ;اسم;"خليق;جدير";"خَلِيق;جَدِير"
4088;حريص;حَرِيص;اسم;"شره;متمسّك;بخيل;";"شَرِه;مُتَمَسِّك;بَخِيل;"
4089;حريم;حَرِيم;اسم;"شيء-محرّم-";"شيء-مُحُرَّم-"
4090;حزم;حَزَمَ;فعل;"ضبط;أحكم";"ضَبَطَ;أَحْكَمَ"
4091;حزن;حَزَّنَ;فعل;"أحزن;أتعس";"أَحْزَنَ;أَتْعَسَ"
4092;حزن;حَزْنُ;اسم;"غليظ";"غَلِيظ"
4093;حزن;حَزِن;اسم;"مغتمّ;مكتئب";"مُغْتَمّ;مُكْتَئِب"
4094;حزن;حَزِنَ;فعل;"اغتمّ;اكتأب";"اِغْتَمَّ;اِكْتَأَبَ"
4095;حزن;حُزْن;فعل;"غمّ;اكتئاب";"غَمّ;اِكْتِئَاب"
4096;حزنان;حَزْنَان;اسم;"مغتمّ;مكتئب";"مُغْتَمّ;مُكْتَئِب"
4097;حزنة;حَزْنَة;اسم;"غليظ";"غَلِيظ"
4098;حزونة;حُزُونَة;مصدر;"خشونة";"خُشُونَة"
4099;حزين;حَزِين;اسم;"مغتمّ;مكتئب";"مُغْتَمّ;مُكْتَئِب"
4100;حس;حَسَّ;فعل;"شعر";"شَعَرَ"
