ID;WORD;VOCALIZED;WORD_TYPE;PLURAL;PLURAL_VOCALIZED
5742;تلبيب ;تلبيب ;اسم; تلابيب; تلابيب
5743;لبب ;لبب ;اسم; ألباب; ألباب
5744;لب ;لب ;اسم; ألباب; ألباب
5745;لبة ;لبة ;اسم; لبات; لبات
5746;لبيب ;لبيب ;اسم; ألباء; ألباء
5747;لابد ;لابد ;اسم; لبد; لبد
5748;لبد ;لبد ;اسم; ألباد; ألباد
5749;لبدة ;لبدة ;اسم; ألباد; ألباد
5750;لبدة ;لبدة ;اسم; لبد; لبد
5751;لباس ;لباس ;اسم; ألبسة; ألبسة
5752;لبس ;لبس ;اسم; لبوس; لبوس
5753;لبوس ;لبوس ;اسم; لبس; لبس
5754;لبيس ;لبيس ;اسم; لبس; لبس
5755;لبيس ;لبيس ;اسم; لبائس; لبائس
5756;ملبس ;ملبس ;اسم; ملبسات; ملبسات
5757;ملبس ;ملبس ;اسم; ملابس; ملابس
5758;لابن ;لابن ;اسم; لوابن; لوابن
5759;لبانة ;لبانة ;اسم; لبان; لبان
5760;لبن ;لبن ;اسم; ألبان; ألبان
5761;لبون ;لبون ;اسم; لبن; لبن
5762;لبون ;لبون ;اسم; بنات; بنات
5763;لثام ;لثام ;اسم; لثم; لثم
5764;ملثم ;ملثم ;اسم; الملثمون; الملثمون
5765;لثة ;لثة ;اسم; لثات; لثات
5766;لاجئ ;لاجئ ;اسم; لاجئون; لاجئون
5767;لجأ ;لجأ ;اسم; ألجاء; ألجاء
5768;ملجأ ;ملجأ ;اسم; ملاجئ; ملاجئ
5769;لجة ;لجة ;اسم; لج; لج
5770;لجح ;لجح ;اسم; ألجاح; ألجاح
5771;لجاف ;لجاف ;اسم; ألجفة; ألجفة
5772;لجف ;لجف ;اسم; ألجاف; ألجاف
5773;لجام ;لجام ;اسم; ألجمة; ألجمة
5774;لجمة ;لجمة ;اسم; ألجام; ألجام
5775;لجنة ;لجنة ;اسم; لجان; لجان
5776;ملحج ;ملحج ;اسم; ملاحج; ملاحج
5777;ملحوجة ;ملحوجة ;اسم; ملاحيج; ملاحيج
5778;لحد ;لحد ;اسم; ألحاد; ألحاد
5779;ملحد ;ملحد ;اسم; ملحدون; ملحدون
5780;ملحز ;ملحز ;اسم; ملاحز; ملاحز
5781;ملحس ;ملحس ;اسم; ملاحس; ملاحس
5782;ملحس ;ملحس ;اسم; ملاحس; ملاحس
5783;لحاظ ;لحاظ ;اسم; لحظ; لحظ
5784;ملحظ ;ملحظ ;اسم; ملاحظ; ملاحظ
5785;لحاف ;لحاف ;اسم; لحف; لحف
5786;لاحقة ;لاحقة ;اسم; لواحق; لواحق
5787;ملحق ;ملحق ;اسم; ملحقات; ملحقات
5788;لاحم ;لاحم ;اسم; لواحم; لواحم
5789;لحم ;لحم ;اسم; ألحم; ألحم
5790;لحمة ;لحمة ;اسم; لحم; لحم
5791;ملحمة ;ملحمة ;اسم; ملاحم; ملاحم
5792;لحن ;لحن ;اسم; ألحان; ألحان
5793;لحاء ;لحاء ;اسم; ألحية; ألحية
5794;لحي ;لحي ;اسم; ألح; ألح
5795;لحية ;لحية ;اسم; لحى; لحى
5796;لخصة ;لخصة ;اسم; لخاص; لخاص
5797;لخفة ;لخفة ;اسم; لخاف; لخاف
5798;ألد ;ألد ;اسم; لدا; لدا
5799;لدود ;لدود ;اسم; ألدة; ألدة
5800;لديد ;لديد ;اسم; ألدة; ألدة
5801;ملدس ;ملدس ;اسم; ملادس; ملادس
5802;ملدام ;ملدام ;اسم; ملاديم; ملاديم
5803;لدينة ;لدينة ;اسم; لدائن; لدائن
5804;لدة ;لدة ;اسم; لدات; لدات
5805;ملذ ;ملذ ;اسم; ملاذ; ملاذ
5806;ملذة ;ملذة ;اسم; ملاذ; ملاذ
5807;لزبة ;لزبة ;اسم; لزب; لزب
5808;لزنة ;لزنة ;اسم; لزن; لزن
5809;لزنة ;لزنة ;اسم; لزن; لزن
5810;لاصبة ;لاصبة ;اسم; لواصب; لواصب
5811;لصب ;لصب ;اسم; لصوب; لصوب
5812;لص ;لص ;اسم; لصوص; لصوص
5813;لص ;لص ;اسم; لصوص; لصوص
5814;لص ;لص ;اسم; لصات; لصات
5815;ملطاس ;ملطاس ;اسم; ملاطيس; ملاطيس
5816;ملطس ;ملطس ;اسم; ملاطس; ملاطس
5817;لطع ;لطع ;اسم; ألطاع; ألطاع
5818;لطعة ;لطعة ;اسم; لطع; لطع
5819;لطف ;لطف ;اسم; ألطاف; ألطاف
5820;لطف ;لطف ;اسم; ألطاف; ألطاف
5821;لطيفة ;لطيفة ;اسم; لطائف; لطائف
5822;لطيم ;لطيم ;اسم; لطم; لطم
5823;لطيمة ;لطيمة ;اسم; لطائم; لطائم
5824;ملطم ;ملطم ;اسم; ملاطم; ملاطم
5825;لطاة ;لطاة ;اسم; اللطى; اللطى
5826;ألعوبة ;ألعوبة ;اسم; ألاعيب; ألاعيب
5827;لعبة ;لعبة ;اسم; لعب; لعب
5828;لعوب ;لعوب ;اسم; لعائب; لعائب
5829;ملعب ;ملعب ;اسم; ملاعب; ملاعب
5830;لعوس ;لعوس ;اسم; لعاوس; لعاوس
5831;لعط ;لعط ;اسم; ألعاط; ألعاط
5832;ملعقة ;ملعقة ;اسم; ملاعق; ملاعق
5833;لعمظ ;لعمظ ;اسم; لعامظ; لعامظ
5834;لعموظ ;لعموظ ;اسم; لعاميظ; لعاميظ
5835;لعنة ;لعنة ;اسم; لعان; لعان
5836;لعنة ;لعنة ;اسم; لعن; لعن
5837;لعنة ;لعنة ;اسم; لعن; لعن
5838;ملعنة ;ملعنة ;اسم; ملاعن; ملاعن
5839;لعو ;لعو ;اسم; لعاء; لعاء
5840;لغد ;لغد ;اسم; ألغاد; ألغاد
5841;لغدود ;لغدود ;اسم; لغاديد; لغاديد
5842;لغديد ;لغديد ;اسم; لغاديد; لغاديد
5843;ألغوزة ;ألغوزة ;اسم; ألاغيز; ألاغيز
5844;لغز ;لغز ;اسم; ألغاز; ألغاز
5845;لغط ;لغط ;اسم; ألغاط; ألغاط
5846;لغيف ;لغيف ;اسم; لغفاء; لغفاء
5847;لغم ;لغم ;اسم; ألغام; ألغام
5848;ملغم ;ملغم ;اسم; ملاغم; ملاغم
5849;لغن ;لغن ;اسم; ألغان; ألغان
5850;لغنون ;لغنون ;اسم; لغانين; لغانين
5851;لاغية ;لاغية ;اسم; اللواغي; اللواغي
5852;لغة ;لغة ;اسم; لغى; لغى
5853;لفيئة ;لفيئة ;اسم; لفايا; لفايا
5854;لافتة ;لافتة ;اسم; لوافت; لوافت
5855;لفظ ;لفظ ;اسم; ألفاظ; ألفاظ
5856;ملفظ ;ملفظ ;اسم; ملافظ; ملافظ
5857;لفافة ;لفافة ;اسم; لفائف; لفائف
5858;لف ;لف ;اسم; ألفاف; ألفاف
5859;لفيف ;لفيف ;اسم; ألفاف; ألفاف
5860;لفيفة ;لفيفة ;اسم; لفائف; لفائف
5861;لفق ;لفق ;اسم; لفاق; لفاق
5862;لفى ;لفى ;اسم; ألفاء; ألفاء
5863;لقب ;لقب ;اسم; ألقاب; ألقاب
5864;لقحة ;لقحة ;اسم; لقاح; لقاح
5865;لقحة ;لقحة ;اسم; لقح; لقح
5866;لقاطة ;لقاطة ;اسم; لقاط; لقاط
5867;لقط ;لقط ;اسم; ألقاط; ألقاط
5868;لقيطة ;لقيطة ;اسم; لقائط; لقائط
5869;ملقاط ;ملقاط ;اسم; ملاقيط; ملاقيط
5870;ملقط ;ملقط ;اسم; ملاقط; ملاقط
5871;ملقط ;ملقط ;اسم; ملاقط; ملاقط
5872;ملقوط ;ملقوط ;اسم; ملاقيط; ملاقيط
5873;لقلق ;لقلق ;اسم; لقالق; لقالق
5874;لقلقة ;لقلقة ;اسم; لقالق; لقالق
5875;لقمة ;لقمة ;اسم; لقم; لقم
5876;لقوة ;لقوة ;اسم; لقاء; لقاء
5877;ألقية ;ألقية ;اسم; الألاقي; الألاقي
5878;لقى ;لقى ;اسم; ألقاء; ألقاء
5879;ملقى ;ملقى ;اسم; الملاقي; الملاقي
5880;لكيك ;لكيك ;اسم; لكاك; لكاك
5881;لمجة ;لمجة ;اسم; لمج; لمج
5882;تلميع ;تلميع ;اسم; تلاميع; تلاميع
5883;لامعة ;لامعة ;اسم; لوامع; لوامع
5884;لمعة ;لمعة ;اسم; لمع; لمع
5885;يلمع ;يلمع ;اسم; يلامع; يلامع
5886;لمة ;لمة ;اسم; لمام; لمام
5887;لمة ;لمة ;اسم; لمم; لمم
5888;لمة ;لمة ;اسم; لمات; لمات
5889;لهب ;لهب ;اسم; ألهاب; ألهاب
5890;لهزمة ;لهزمة ;اسم; لهازم; لهازم
5891;لهسم ;لهسم ;اسم; لهاسم; لهاسم
5892;فائت ;فائت ;اسم; لهافى; لهافى
5893;لهم ;لهم ;اسم; لهوم; لهوم
5894;لهموم ;لهموم ;اسم; لهاميم; لهاميم
5895;لهميم ;لهميم ;اسم; لهاميم; لهاميم
5896;لهاة ;لهاة ;اسم; لهوات; لهوات
5897;لهوة ;لهوة ;اسم; لها; لها
5898;لهوة ;لهوة ;اسم; لها; لها
5899;ملهى ;ملهى ;اسم; الملاهي; الملاهي
5900;ملهاة ;ملهاة ;اسم; الملاهي; الملاهي
5901;لابة ;لابة ;اسم; لابات; لابات
5902;لوبة ;لوبة ;اسم; لوب; لوب
5903;لائحة ;لائحة ;اسم; لوائح; لوائح
5904;لائحة ;لائحة ;اسم; لوائح; لوائح
5905;لوح ;لوح ;اسم; ألواح; ألواح
5906;ملواح ;ملواح ;اسم; ملاويح; ملاويح
5907;ألود ;ألود ;اسم; ألواد; ألواد
5908;لوذ ;لوذ ;اسم; ألواذ; ألواذ
5909;كثير ;كثير ;اسم; لوالب; لوالب
5910;لائمة ;لائمة ;اسم; لوائم; لوائم
5911;لام ;لام ;اسم; لامات; لامات
5912;ملام ;ملام ;اسم; الملاوم; الملاوم
5913;لون ;لون ;اسم; ألوان; ألوان
5914;لوى ;لوى ;اسم; ألواء; ألواء
5915;لواء ;لواء ;اسم; ألوية; ألوية
5916;لوية ;لوية ;اسم; لوايا; لوايا
5917;لية ;لية ;اسم; لوى; لوى
5918;أليث ;أليث ;اسم; ليث; ليث
5919;ليث ;ليث ;اسم; ليوث; ليوث
5920;ليثة ;ليثة ;اسم; ليثات; ليثات
5921;أليس ;أليس ;اسم; ليس; ليس
5922;ليط ;ليط ;اسم; ألياط; ألياط
5923;ليطة ;ليطة ;اسم; ليط; ليط
5924;ليلة ;ليلة ;اسم; ليال; ليال
5925;ألين ;ألين ;اسم; ألاين; ألاين
5926;مئرة ;مئرة ;اسم; مئر; مئر
5927;مأق ;مأق ;اسم; آماق; آماق
5928;مؤق ;مؤق ;اسم; آماق; آماق
5929;مأنة ;مأنة ;اسم; مأنات; مأنات
5930;مؤنة ;مؤنة ;اسم; مؤن; مؤن
5931;مائة ;مائة ;اسم; مئات; مئات
5932;ماتة ;ماتة ;اسم; موات; موات
5933;متوح ;متوح ;اسم; متح; متح
5934;متاع ;متاع ;اسم; أمتعة; أمتعة
5935;تمتان ;تمتان ;اسم; تماتين; تماتين
5936;متن ;متن ;اسم; متان; متان
5937;أمثولة ;أمثولة ;اسم; أماثيل; أماثيل
5938;تمثال ;تمثال ;اسم; تماثيل; تماثيل
5939;مثال ;مثال ;اسم; أمثلة; أمثلة
5940;مثل ;مثل ;اسم; أمثال; أمثال
5941;مثلة ;مثلة ;اسم; مثلات; مثلات
5942;مثلة ;مثلة ;اسم; مثلات; مثلات
5943;مثيل ;مثيل ;اسم; أمثال; أمثال
5944;مثيل ;مثيل ;اسم; مثلاء; مثلاء
5945;مجلة ;مجلة ;اسم; مجال; مجال
5946;محل ;محل ;اسم; محول; محول
5947;محنة ;محنة ;اسم; محن; محن
5948;مخ ;مخ ;اسم; مخاخ; مخاخ
5949;ماخرة ;ماخرة ;اسم; مواخر; مواخر
5950;ماخور ;ماخور ;اسم; مواخر; مواخر
5951;مخاض ;مخاض ;اسم; بنات; بنات
5952;ممخضة ;ممخضة ;اسم; مماخض; مماخض
5953;مخاط ;مخاط ;اسم; أمخطة; أمخطة
5954;أمدوحة ;أمدوحة ;اسم; أماديح; أماديح
5955;مدحة ;مدحة ;اسم; مدح; مدح
5956;مديح ;مديح ;اسم; مدائح; مدائح
5957;مداد ;مداد ;اسم; أمدة; أمدة
5958;مد ;مد ;اسم; أمداد; أمداد
5959;مدة ;مدة ;اسم; مدد; مدد
5960;مديد ;مديد ;اسم; مدد; مدد
5961;مدرة ;مدرة ;اسم; مدر; مدر
5962;مدينة ;مدينة ;اسم; مدائن; مدائن
5963;مدية ;مدية ;اسم; مدى; مدى
5964;مدي ;مدي ;اسم; أمدية; أمدية
5965;مذية ;مذية ;اسم; مذى; مذى
5966;مذية ;مذية ;اسم; مذاء; مذاء
5967;مرء ;مرء ;اسم; رجال; رجال
5968;مرء ;مرء ;اسم; نساء; نساء
5969;مريء ;مريء ;اسم; أمرئة; أمرئة
5970;مرت ;مرت ;اسم; أمرات; أمرات
5971;ممرث ;ممرث ;اسم; ممارث; ممارث
5972;مرج ;مرج ;اسم; مروج; مروج
5973;مريج ;مريج ;اسم; أمرجة; أمرجة
5974;مريخ ;مريخ ;اسم; أمرخة; أمرخة
5975;مارد ;مارد ;اسم; مردة; مردة
5976;مرداء ;مرداء ;اسم; مراد; مراد
5977;مردي ;مردي ;اسم; مرادي; مرادي
5978;مراد ;مراد ;اسم; مراريد; مراريد
5979;مريد ;مريد ;اسم; مرداء; مرداء
5980;مرارة ;مرارة ;اسم; مرائر; مرائر
5981;مر ;مر ;اسم; مرار; مرار
5982;مر ;مر ;اسم; أمرار; أمرار
5983;مرة ;مرة ;اسم; مرر; مرر
5984;مرة ;مرة ;اسم; مرائر; مرائر
5985;مرير ;مرير ;اسم; مرائر; مرائر
5986;مريرة ;مريرة ;اسم; مرائر; مرائر
5987;مرز ;مرز ;اسم; مروز; مروز
5988;مرس ;مرس ;اسم; أمراس; أمراس
5989;مرسة ;مرسة ;اسم; مرس; مرس
5990;مرش ;مرش ;اسم; أمراش; أمراش
5991;مرط ;مرط ;اسم; مروط; مروط
5992;مرطاء ;مرطاء ;اسم; مرط; مرط
5993;أمروعة ;أمروعة ;اسم; أماريع; أماريع
5994;مرع ;مرع ;اسم; أمرع; أمرع
5995;مارق ;مارق ;اسم; مراق; مراق
5996;مرق ;مرق ;اسم; أمراق; أمراق
5997;مارن ;مارن ;اسم; موارن; موارن
5998;مرن ;مرن ;اسم; أمران; أمران
5999;مرن ;مرن ;اسم; أمران; أمران
6000;مرهم ;مرهم ;اسم; مراهم; مراهم
6001;مري ;مري ;اسم; مرايا; مرايا
6002;مزاج ;مزاج ;اسم; أمزجة; أمزجة
6003;أمزر ;أمزر ;اسم; أمازر; أمازر
6004;مزعة ;مزعة ;اسم; مزع; مزع
6005;مزعة ;مزعة ;اسم; مزع; مزع
6006;مزقة ;مزقة ;اسم; مزق; مزق
6007;مازي ;مازي ;اسم; مزاة; مزاة
6008;مزية ;مزية ;اسم; مزايا; مزايا
6009;أمسح ;أمسح ;اسم; أماسح; أماسح
6010;أمسح ;أمسح ;اسم; مساحي; مساحي
6011;أمسوح ;أمسوح ;اسم; أماسيح; أماسيح
6012;تمساح ;تمساح ;اسم; تماسح; تماسح
6013;تمسح ;تمسح ;اسم; تماسح; تماسح
6014;مسح ;مسح ;اسم; أمساح; أمساح
6015;مسحاء ;مسحاء ;اسم; مساح; مساح
6016;مسيح ;مسيح ;اسم; مسحاء; مسحاء
6017;مسيحة ;مسيحة ;اسم; مسائح; مسائح
6018;مسد ;مسد ;اسم; مساد; مساد
6019;مسك ;مسك ;اسم; مسك; مسك
6020;مسك ;مسك ;اسم; مسك; مسك
6021;مسكان ;مسكان ;اسم; مساكين; مساكين
6022;مسكة ;مسكة ;اسم; مسك; مسك
6023;مسيل ;مسيل ;اسم; أمسلة; أمسلة
6024;مسيل ;مسيل ;اسم; مسل; مسل
6025;أمسية ;أمسية ;اسم; أماسي; أماسي
6026;مساء ;مساء ;اسم; أمسية; أمسية
6027;مشج ;مشج ;اسم; أمشاج; أمشاج
6028;مشش ;مشش ;اسم; مش; مش
6029;مشاشة ;مشاشة ;اسم; مشاش; مشاش
6030;ماشطة ;ماشطة ;اسم; مواشط; مواشط
6031;مشط ;مشط ;اسم; أمشاط; أمشاط
6032;ممشط ;ممشط ;اسم; مماشط; مماشط
6033;أمشق ;أمشق ;اسم; مشق; مشق
6034;مشقة ;مشقة ;اسم; مشق; مشق
6035;ماشية ;ماشية ;اسم; مواش; مواش
6036;مصاد ;مصاد ;اسم; أمصدة; أمصدة
6037;مصر ;مصر ;اسم; مصور; مصور
6038;مصور ;مصور ;اسم; مصار; مصار
6039;مصير ;مصير ;اسم; مصران; مصران
6040;مصعة ;مصعة ;اسم; مصع; مصع
6041;مصل ;مصل ;اسم; مصول; مصول
6042;ماضغة ;ماضغة ;اسم; مواضغ; مواضغ
6043;مضغة ;مضغة ;اسم; مضغ; مضغ
6044;مضيغة ;مضيغة ;اسم; مضيغ; مضيغ
6045;ماضي ;ماضي ;اسم; مواض; مواض
6046;مطر ;مطر ;اسم; أمطار; أمطار
6047;مطيطة ;مطيطة ;اسم; مطائط; مطائط
6048;مطا ;مطا ;اسم; أمطاء; أمطاء
6049;مطو ;مطو ;اسم; مطاء; مطاء
6050;مطو ;مطو ;اسم; أمطاء; أمطاء
6051;مطية ;مطية ;اسم; مطايا; مطايا
6052;معدة ;معدة ;اسم; معد; معد
6053;معدة ;معدة ;اسم; معد; معد
6054;ماعز ;ماعز ;اسم; مواعز; مواعز
6055;معز ;معز ;اسم; أمعز; أمعز
6056;معى ;معى ;اسم; أمعاء; أمعاء
6057;معى ;معى ;اسم; أمعاء; أمعاء
6058;معاء ;معاء ;اسم; أمعية; أمعية
6059;مغص ;مغص ;اسم; أمغاص; أمغاص
6060;مغل ;مغل ;اسم; أمغال; أمغال
6061;مغلة ;مغلة ;اسم; مغال; مغال
6062;مقاط ;مقاط ;اسم; مقط; مقط
6063;مقط ;مقط ;اسم; أمقاط; أمقاط
6064;مقلة ;مقلة ;اسم; مقل; مقل
6065;مكيث ;مكيث ;اسم; مكثاء; مكثاء
6066;مكرة ;مكرة ;اسم; مكر; مكر
6067;ماكس ;ماكس ;اسم; مكاس; مكاس
6068;مكس ;مكس ;اسم; مكوس; مكوس
6069;مكوك ;مكوك ;اسم; مكاكيك; مكاكيك
6070;مكانة ;مكانة ;اسم; مكانات; مكانات
6071;مكن ;مكن ;اسم; مكنات; مكنات
6072;مكنة ;مكنة ;اسم; مكنات; مكنات
6073;مكا ;مكا ;اسم; أمكاء; أمكاء
6074;مكاء ;مكاء ;اسم; مكاكي; مكاكي
6075;ملأ ;ملأ ;اسم; أملاء; أملاء
6076;ملاءة ;ملاءة ;اسم; أملاء; أملاء
6077;ملآن ;ملآن ;اسم; ملاء; ملاء
6078;أملج ;أملج ;اسم; ملج; ملج
6079;أملوج ;أملوج ;اسم; أماليج; أماليج
6080;ملج ;ملج ;اسم; أملاج; أملاج
6081;مليج ;مليج ;اسم; ملج; ملج
6082;ملح ;ملح ;اسم; أملاح; أملاح
6083;ملحاء ;ملحاء ;اسم; ملحاوات; ملحاوات
6084;ملحة ;ملحة ;اسم; ملح; ملح
6085;مليخ ;مليخ ;اسم; ملخ; ملخ
6086;أملود ;أملود ;اسم; أماليد; أماليد
6087;ملداء ;ملداء ;اسم; ملد; ملد
6088;إمليسة ;إمليسة ;اسم; أماليس; أماليس
6089;ملس ;ملس ;اسم; ملوس; ملوس
6090;ملساء ;ملساء ;اسم; ملس; ملس
6091;ملساء ;ملساء ;اسم; أمالس; أمالس
6092;مملسة ;مملسة ;اسم; ممالس; ممالس
6093;ملاط ;ملاط ;اسم; ملط; ملط
6094;ملط ;ملط ;اسم; أملاط; أملاط
6095;مليع ;مليع ;اسم; ملع; ملع
6096;مالغ ;مالغ ;اسم; ملاغ; ملاغ
6097;ملغ ;ملغ ;اسم; أملاغ; أملاغ
6098;ملك ;ملك ;اسم; ملوك; ملوك
6099;ملك ;ملك ;اسم; أملاك; أملاك
6100;ملك ;ملك ;اسم; أملاك; أملاك
6101;مليك ;مليك ;اسم; ملكاء; ملكاء
6102;مملوك ;مملوك ;اسم; مماليك; مماليك
6103;أملولة ;أملولة ;اسم; أماليل; أماليل
6104;ملة ;ملة ;اسم; ملل; ملل
6105;ملاة ;ملاة ;اسم; ملا; ملا
6106;مليون ;مليون ;اسم; ملايين; ملايين
6107;مانع ;مانع ;اسم; منعة; منعة
6108;منيع ;منيع ;اسم; منعاء; منعاء
6109;منة ;منة ;اسم; منن; منن
6110;منا ;منا ;اسم; أمناء; أمناء
6111;أمنية ;أمنية ;اسم; أماني; أماني
6112;منية ;منية ;اسم; منى; منى
6113;مني ;مني ;اسم; منى; منى
6114;منية ;منية ;اسم; منايا; منايا
6115;مهجة ;مهجة ;اسم; مهج; مهج
6116;مهاد ;مهاد ;اسم; أمهدة; أمهدة
6117;مهد ;مهد ;اسم; مهود; مهود
6118;مهدة ;مهدة ;اسم; مهد; مهد
6119;مهر ;مهر ;اسم; مهور; مهور
6120;مهر ;مهر ;اسم; أمهار; أمهار
6121;مهر ;مهر ;اسم; مهر; مهر
6122;مهرية ;مهرية ;اسم; المهاري; المهاري
6123;مهمه ;مهمه ;اسم; مهامه; مهامه
6124;مهاة ;مهاة ;اسم; مها; مها
6125;ميت ;ميت ;اسم; أموات; أموات
6126;ميت ;ميت ;اسم; أموات; أموات
6127;موج ;موج ;اسم; أمواج; أمواج
6128;موسى ;موسى ;اسم; مواس; مواس
6129;مائق ;مائق ;اسم; موقى; موقى
6130;موق ;موق ;اسم; أمواق; أمواق
6131;مال ;مال ;اسم; أموال; أموال
6132;واسعة ;واسعة ;اسم; الموامي; الموامي
6133;موماة ;موماة ;اسم; الموامي; الموامي
6134;مؤونة ;مؤونة ;اسم; مؤونات; مؤونات
6135;ماهية ;ماهية ;اسم; ماهيات; ماهيات
6136;ماوية ;ماوية ;اسم; ماوي; ماوي
6137;ميثاء ;ميثاء ;اسم; ميث; ميث
6138;مائدة ;مائدة ;اسم; موائد; موائد
6139;ميدان ;ميدان ;اسم; الميادين; الميادين
6140;ميسان ;ميسان ;اسم; مياسين; مياسين
6141;مائعة ;مائعة ;اسم; موائع; موائع
6142;ميل ;ميل ;اسم; أميال; أميال
6143;مين ;مين ;اسم; ميون; ميون
6144;نؤى ;نؤى ;اسم; نئي; نئي
6145;نبأ ;نبأ ;اسم; أنباء; أنباء
6146;نبيء ;نبيء ;اسم; أنبياء; أنبياء
6147;أنبوب ;أنبوب ;اسم; أنابيب; أنابيب
6148;منبت ;منبت ;اسم; منابت; منابت
6149;نابتة ;نابتة ;اسم; نوابت; نوابت
6150;نبوت ;نبوت ;اسم; نبابيت; نبابيت
6151;ينبوت ;ينبوت ;اسم; ينابيت; ينابيت
6152;نبيثة ;نبيثة ;اسم; نبائث; نبائث
6153;نبخة ;نبخة ;اسم; نباخ; نباخ
6154;منبذة ;منبذة ;اسم; المنابذ; المنابذ
6155;نبذ ;نبذ ;اسم; أنباذ; أنباذ
6156;نبيذ ;نبيذ ;اسم; أنبذة; أنبذة
6157;أنبار ;أنبار ;اسم; أنابير; أنابير
6158;منبر ;منبر ;اسم; منابر; منابر
6159;نبر ;نبر ;اسم; أنبار; أنبار
6160;نبز ;نبز ;اسم; أنباز; أنباز
6161;أنبوش ;أنبوش ;اسم; أنابيش; أنابيش
6162;منبض ;منبض ;اسم; منابض; منابض
6163;منبض ;منبض ;اسم; منابض; منابض
6164;نبط ;نبط ;اسم; نبوط; نبوط
6165;منبع ;منبع ;اسم; منابع; منابع
6166;نابعة ;نابعة ;اسم; نوابع; نوابع
6167;ينبوع ;ينبوع ;اسم; ينابيع; ينابيع
6168;رقش ;رقش ;اسم; نوابغ; نوابغ
6169;نبيغ ;نبيغ ;اسم; نبغاء; نبغاء
6170;نبكة ;نبكة ;اسم; نبك; نبك
6171;نابل ;نابل ;اسم; نبل; نبل
6172;نبل ;نبل ;اسم; نبال; نبال
6173;نبلة ;نبلة ;اسم; نبل; نبل
6174;نبيل ;نبيل ;اسم; نبلاء; نبلاء
6175;نابه ;نابه ;اسم; نبهاء; نبهاء
6176;نبيه ;نبيه ;اسم; نبهاء; نبهاء
6177;نبه ;نبه ;اسم; أنباه; أنباه
6178;نبوة ;نبوة ;اسم; نبوات; نبوات
6179;منتج ;منتج ;اسم; مناتج; مناتج
6180;منتوجة ;منتوجة ;اسم; منتوجات; منتوجات
6181;نتيجة ;نتيجة ;اسم; نتائج; نتائج
6182;منتح ;منتح ;اسم; مناتح; مناتح
6183;نتح ;نتح ;اسم; نتوح; نتوح
6184;نتفة ;نتفة ;اسم; نتف; نتف
6185;منتن ;منتن ;اسم; مناتن; مناتن
6186;منثة ;منثة ;اسم; مناث; مناث
6187;منجاب ;منجاب ;اسم; مناجيب; مناجيب
6188;نجيب ;نجيب ;اسم; أنجاب; أنجاب
6189;نجيبة ;نجيبة ;اسم; نجائب; نجائب
6190;نجث ;نجث ;اسم; أنجاث; أنجاث
6191;نجخة ;نجخة ;اسم; نجخات; نجخات
6192;منجاد ;منجاد ;اسم; مناجد; مناجد
6193;منجدة ;منجدة ;اسم; مناجد; مناجد
6194;ناجود ;ناجود ;اسم; نواجيد; نواجيد
6195;نجد ;نجد ;اسم; نجود; نجود
6196;نجد ;نجد ;اسم; نجود; نجود
6197;نجد ;نجد ;اسم; أنجاد; أنجاد
6198;نجد ;نجد ;اسم; أنجاد; أنجاد
6199;نجدة ;نجدة ;اسم; نجدات; نجدات
6200;نجود ;نجود ;اسم; نجد; نجد
6201;نجيد ;نجيد ;اسم; نجد; نجد
6202;ناجذ ;ناجذ ;اسم; نواجذ; نواجذ
6203;نجس ;نجس ;اسم; أنجاس; أنجاس
6204;نجس ;نجس ;اسم; أنجاس; أنجاس
6205;منجع ;منجع ;اسم; مناجع; مناجع
6206;نجع ;نجع ;اسم; نجوع; نجوع
6207;نجف ;نجف ;اسم; نجاف; نجاف
6208;نجفة ;نجفة ;اسم; نجف; نجف
6209;نجيف ;نجيف ;اسم; نجف; نجف
6210;منجل ;منجل ;اسم; مناجل; مناجل
6211;نجل ;نجل ;اسم; أنجال; أنجال
6212;نجل ;نجل ;اسم; نجال; نجال
6213;نجلاء ;نجلاء ;اسم; نجل; نجل
6214;منجم ;منجم ;اسم; مناجم; مناجم
6215;نجم ;نجم ;اسم; نجوم; نجوم
6216;نجمة ;نجمة ;اسم; نجم; نجم
6217;منجى ;منجى ;اسم; مناج; مناج
6218;منجاة ;منجاة ;اسم; مناج; مناج
6219;ناجية ;ناجية ;اسم; نواج; نواج
6220;نجو ;نجو ;اسم; نجو; نجو
6221;نجي ;نجي ;اسم; أنجية; أنجية
6222;منحات ;منحات ;اسم; مناحيت; مناحيت
6223;منحت ;منحت ;اسم; مناحت; مناحت
6224;منحت ;منحت ;اسم; مناحت; مناحت
6225;نحيتة ;نحيتة ;اسم; نحت; نحت
6226;منحر ;منحر ;اسم; مناحر; مناحر
6227;نحرير ;نحرير ;اسم; نحارير; نحارير
6228;نحير ;نحير ;اسم; نحري; نحري
6229;نحيرة ;نحيرة ;اسم; نحائر; نحائر
6230;نحيزة ;نحيزة ;اسم; نحائز; نحائز
6231;نحس ;نحس ;اسم; نحوس; نحوس
6232;نحض ;نحض ;اسم; نحوض; نحوض
6233;نحيل ;نحيل ;اسم; نحلى; نحلى
6234;ناحي ;ناحي ;اسم; نحاة; نحاة
6235;ناحية ;ناحية ;اسم; نواح; نواح
6236;نحو ;نحو ;اسم; أنحاء; أنحاء
6237;نحوي ;نحوي ;اسم; نحويون; نحويون
