ID;INVERSED;VOCALIZED;WORD_TYPE
26613;نيقذت;تَذْقينٌ;اسم
26614;وكذ;ذُكُوٌّ;اسم
26615;ءاكذ;ذَكاءٌ;اسم
26616;دوذ;ذَوْدٌ;اسم
26617;دايذ;ذِيادٌ;اسم
26618;ةاكذ;ذَكاةٌ;اسم
26619;ءاكذ;ذَكَاءٌ;اسم
26620;ةيكذت;تَذْكِيَةٌ;اسم
26621;ركذ;ذِكْرٌ;اسم
26622;راكذت;تَذْكارٌ;اسم
26623;ىركذ;ذِكْرَى;اسم
26624;ريكذت;تَذْكيرٌ;اسم
26625;ءاكذ;ذَكاءٌ;اسم
26626;ةواكذ;ذَكاوَةٌ;اسم
26627;ءاكذ;ذَكاءٌ;اسم
26628;عيذ;ذَيْعٌ;اسم
26629;عويذ;ذُيوعٌ;اسم
26630;ناعيذ;ذَيَعانٌ;اسم
26631;لذ;ذُلٌّ;اسم
26632;لذ;ذِلٌّ;اسم
26633;ةلذ;ذِلَّةٌ;اسم
26634;ةلذم;مَذَلَّةٌ;اسم
26635;فلذ;ذَلَفٌ;اسم
26636;قلذ;ذَلْقٌ;اسم
26637;ةقالذ;ذَلاقَةٌ;اسم
26638;قلذ;ذَلَقٌ;اسم
26639;ةقالذ;ذَلاقَةٌ;اسم
26640;قيلذت;تَذْليقٌ;اسم
26641;ليلذت;تَذْليلٌ;اسم
26642;مذ;ذَمٌّ;اسم
26643;ةمذم;مَذَمَّةٌ;اسم
26644;مذ;ذَمٌّ;اسم
26645;ةفاذم;مُذافَّةٌ;اسم
26646;فافذ;ذِفافٌ;اسم
26647;ميمذ;ذَميمٌ;اسم
26648;يمذ;ذَمْيٌ;اسم
26649;ءامذ;ذَمَاءٌ;اسم
26650;رمذ;ذَمْرٌ;اسم
26651;قوذ;ذَوْقٌ;اسم
26652;قاوذ;ذَواقٌ;اسم
26653;قاذم;مَذاقٌ;اسم
26654;ريمذت;تَذْمِيرٌ;اسم
26655;ميمذت;تَذْمِيمٌ;اسم
26656;ىمذ;ذَمىً;اسم
26657;ءامذ;ذَماءٌ;اسم
26658;بنذ;ذَنْبٌ;اسم
26659;بينذت;تَذْنِيبٌ;اسم
26660;وهذ;ذَهْوٌ;اسم
26661;بيهذت;تَذْهِيبٌ;اسم
26662;لهذ;ذَهْلٌ;اسم
26663;لوهذ;ذُهُولٌ;اسم
26664;نهذ;ذَهْنٌ;اسم
26665;نهذ;ذَهَنٌ;اسم
26666;ةناهذ;ذَهَانَةٌ;اسم
26667;ةركاذم;مُذاكَرَةٌ;اسم
26668;يوذ;ذَوِيٌّ;اسم
26669;ديوذت;تَذْوِيدٌ;اسم
26670;يوذ;ذَوِيٌّ;اسم
26671;لييذت;تَذْيِيلٌ;اسم
26672;ليذ;ذَيْلٌ;اسم
26673;ميذ;ذَيْمٌ;اسم
26674;ماذ;ذامٌ;اسم
26675;ةنهاذم;مُذاهَنَةٌ;اسم
26676;بأذ;ذَأْبٌ;اسم
26677;بأذ;ذَأَبٌ;اسم
26678;فأذ;ذَأْفٌ;اسم
26679;نافأذ;ذَأَفانٌ;اسم
26680;مأذ;ذَأْمٌ;اسم
26681;بذ;ذَبٌّ;اسم
26682;بذ;ذَبٌّ;اسم
26683;ببذ;ذَبَبٌ;اسم
26684;بوبذ;ذُبُوبٌ;اسم
26685;بيبذت;تَذْبِيبٌ;اسم
26686;حبذ;ذَبْحٌ;اسم
26687;حيبذت;تَذْبيحٌ;اسم
26688;ةبذبذ;ذَبْذَبَةٌ;اسم
26689;ةرابذ;ذَبارَةٌ;اسم
26690;ربذ;ذَبْرٌ;اسم
26691;ربذ;ذَبَرٌ;اسم
26692;ريبذت;تَذْبيرٌ;اسم
26693;لوبذ;ذُبولٌ;اسم
26694;لوبذ;ذُبولٌ;اسم
26695;لبذ;ذَبَلٌ;اسم
26696;حذ;ذَحٌّ;اسم
26697;رخذ;ذَخْرٌ;اسم
26698;رخذ;ذُخْرٌ;اسم
26699;رذ;ذَرٌّ;اسم
26700;نابوذ;ذَوَبانٌ;اسم
26701;بوذ;ذَوْبٌ;اسم
26702;رذ;ذَرٌّ;اسم
26703;رورذ;ذُرورٌ;اسم
26704;ورذ;ذَرْوٌ;اسم
26705;ةيرذت;تَذْرِيَةٌ;اسم
26706;ءرذ;ذَرْءٌ;اسم
26707;برذ;ذَرْبٌ;اسم
26708;برذ;ذَرَبٌ;اسم
26709;ةبارذ;ذَرابَةٌ;اسم
26710;بيرذت;تَذْريبٌ;اسم
26711;حرذ;ذَرْحٌ;اسم
26712;حيرذت;تَذْريحٌ;اسم
26713;ةرذرذ;ذَرْذَرَةٌ;اسم
26714;عرذ;ذَرْعٌ;اسم
26715;عرذ;ذَرَعٌ;اسم
26716;ةعارذ;ذِراعَةٌ;اسم
26717;عيرذت;تَذْريعٌ;اسم
26718;ةاءارم;مُرَاءاةٌ;اسم
26719;ءاير;رِيَاءٌ;اسم
26720;بيورت;تَرْويبٌ;اسم
26721;جيورت;تَرْويجٌ;اسم
26722;حور;رَوَحٌ;اسم
26723;حيورت;تَرْويحٌ;اسم
26724;ديورت;تَرْويدٌ;اسم
26725;ضيورت;تَرْويضٌ;اسم
26726;عور;رَوَعٌ;اسم
26727;عيورت;تَرْويعٌ;اسم
26728;قور;رَوَقٌ;اسم
26729;قيورت;تَرْويقٌ;اسم
26730;ةعفارم;مُرَافَعةٌ;اسم
26731;ليورت;تَرْويلٌ;اسم
26732;ميورت;تَرْويمٌ;اسم
26733;ير;رَيٌّ;اسم
26734;ثييرت;تَرْيِيثٌ;اسم
26735;ةقفارم;مُرَافَقَةٌ;اسم
26736;شييرت;تَرْيِيشٌ;اسم
26737;عييرت;تَرْيِيعٌ;اسم
26738;قييرت;تَرْيِيقٌ;اسم
26739;مييرت;تَريِيمٌ;اسم
26740;قور;رَوْقٌ;اسم
26741;قور;رَوْقٌ;اسم
26742;ناقور;رَوَقَانٌ;اسم
26743;قير;رَيْقٌ;اسم
26744;قوير;رُيُوقٌ;اسم
26745;ةبقارم;مُرَاقَبَةٌ;اسم
26746;ةصقارم;مُرَاقَصَةٌ;اسم
26747;ةضكارم;مُرَاكَضَةٌ;اسم
26748;ةلكارم;مُرَاكَلَةٌ;اسم
26749;مور;رَوْمٌ;اسم
26750;مير;رَيْمٌ;اسم
26751;ةامارم;مُرَامَاةٌ;اسم
26752;ءامر;رِمَاءٌ;اسم
26753;ةحمارم;مُرَامَحَةٌ;اسم
26754;ةقمارم;مُرَامَقَةٌ;اسم
26755;قامر;رِمَاقٌ;اسم
26756;نور;رَوْنٌ;اسم
26757;نير;رَيْنٌ;اسم
26758;ةقهارم;مُرَاهَقَةٌ;اسم
26759;بور;رَوْبٌ;اسم
26760;ةنهارم;مُرَاهَنَةٌ;اسم
26761;ةحوارم;مُرَاوَحَةٌ;اسم
26762;ةدوارم;مُرَاوَدَةٌ;اسم
26763;ةغوارم;مُرَاوَغَةٌ;اسم
26764;ةيؤر;رُؤْيَةٌ;اسم
26765;يأر;رَأْيٌ;اسم
26766;يأر;رَأْيٌ;اسم
26767;بير;رَيْبٌ;اسم
26768;ةبير;رِيبَةٌ;اسم
26769;ةيئرت;تَرْئِيَةٌ;اسم
26770;بأر;رَأْبٌ;اسم
26771;ةسائر;رِئَاسَةٌ;اسم
26772;سأر;رَأْسٌ;اسم
26773;ةسائر;رِئَاسَةٌ;اسم
26774;سأر;رَأْسٌ;اسم
26775;سيئرت;تَرْئِيسٌ;اسم
26776;ةابارم;مُرَابَاةٌ;اسم
26777;ةفأر;رَأْفَةٌ;اسم
26778;فأر;رَأْفٌ;اسم
26779;ةفأر;رَأْفَةٌ;اسم
26780;ةفآر;رَآفَةٌ;اسم
26781;ةحبارم;مُرَابَحَةٌ;اسم
26782;بر;رَبٌّ;اسم
26783;ةيبرت;تَرْبِيَةٌ;اسم
26784;ءبر;رَبْءٌ;اسم
26785;بيبرت;تَرْبِيبٌ;اسم
26786;تيبرت;تَرْبِيتٌ;اسم
26787;ثبر;رَبْثٌ;اسم
26788;طابر;رِبَاطٌ;اسم
26789;ةطبارم;مُرَابَطَةٌ;اسم
26790;ثيبرت;تَرْبِيثٌ;اسم
26791;حبر;رِبْحٌ;اسم
26792;حيبرت;تَرْبِيحٌ;اسم
26793;دبر;رَبْدٌ;اسم
26794;دوبر;رُبُودٌ;اسم
26795;ةدبر;رُبْدَةٌ;اسم
26796;ذبر;رَبَذٌ;اسم
26797;ةزابر;رِبَازَةٌ;اسم
26798;زيبرت;تَرْبِيزٌ;اسم
26799;صبر;رَبْصٌ;اسم
26800;ضبر;رَبْضٌ;اسم
26801;ضبر;رَبْضٌ;اسم
26802;ضيبرت;تَرْبِيضٌ;اسم
26803;طبر;رَبْطٌ;اسم
26804;ةطابر;رَبَاطَةٌ;اسم
26805;عبر;رَبْعٌ;اسم
26806;عوبر;رُبوعٌ;اسم
26807;عبر;رَبْعٌ;اسم
26808;عيبرت;تَرْبِيعٌ;اسم
26809;قبر;رَبْقٌ;اسم
26810;ةعبارم;مُرَابَعَةٌ;اسم
26811;عابر;رِباعٌ;اسم
26812;قيبرت;تَرْبِيقٌ;اسم
26813;كبر;رَبْكٌ;اسم
26814;كبر;رَبَكٌ;اسم
26815;لبر;رَبْلٌ;اسم
26816;وبر;رُبُوٌّ;اسم
26817;ءابر;رَبَاءٌ;اسم
26818;تتر;رَتَتٌ;اسم
26819;ةتر;رَتَّةٌ;اسم
26820;وتر;رَتْوٌ;اسم
26821;وتر;رُتُوٌّ;اسم
26822;بوتر;رُتُوبٌ;اسم
26823;بيترت;تَرْتِيبٌ;اسم
26824;جتر;رَتْجٌ;اسم
26825;ناجتر;رَتَجَانٌ;اسم
26826;جتر;رَتَجٌ;اسم
26827;عتر;رَتْعٌ;اسم
26828;عوتر;رُتُوعٌ;اسم
26829;قتر;رَتْقٌ;اسم
26830;قتر;رَتَقٌ;اسم
26831;لتر;رَتَلٌ;اسم
26832;ليترت;تَرْتِيلٌ;اسم
26833;ثور;رَوْثٌ;اسم
26834;ةثاثر;رَثَاثَةٌ;اسم
26835;وثر;رَثْوٌ;اسم
26836;ءاثر;رِثَاءٌ;اسم
26837;ةاثرم;مَرْثَاةٌ;اسم
26838;ةيثرم;مَرْثِيَةٌ;اسم
26839;مثر;رَثْمٌ;اسم
26840;ثير;رَيْثٌ;اسم
26841;مثر;رَثَمٌ;اسم
26842;ميثرت;تَرْثِيمٌ;اسم
26843;يثر;رَثْيٌ;اسم
26844;ىثر;رَثىً;اسم
26845;جر;رَجٌّ;اسم
26846;ةجر;رَجَّةٌ;اسم
26847;ججر;رَجَجٌ;اسم
26848;جور;رَوْجٌ;اسم
26849;جاور;رَوَاجٌ;اسم
26850;ءاجر;رَجَاءٌ;اسم
26851;ةاجرم;مَرْجَاةٌ;اسم
26852;ةيجرت;تَرْجِيَةٌ;اسم
26853;بجر;رَجْبٌ;اسم
26854;بوجر;رُجوبٌ;اسم
26855;بجر;رَجَبٌ;اسم
26856;بيجرت;تَرْجِيبٌ;اسم
26857;ناحجر;رُجْحَانٌ;اسم
26858;حيجرت;تَرْجِيحٌ;اسم
26859;ةجرجر;رَجْرَجَةٌ;اسم
26860;ةحجارم;مُرَاجَحَةٌ;اسم
26861;زجر;رَجْزٌ;اسم
26862;سجر;رَجْسٌ;اسم
26863;سجر;رَجَسٌ;اسم
26864;ةساجر;رَجَاسَةٌ;اسم
26865;عوجر;رُجُوعٌ;اسم
26866;عجر;رَجْعٌ;اسم
26867;عجرم;مَرْجِعٌ;اسم
26868;ىعجر;رُجْعَى;اسم
26869;عجر;رَجْعٌ;اسم
26870;عجرم;مَرْجِعٌ;اسم
26871;عجرم;مَرْجَعٌ;اسم
26872;عوجر;رُجُوعٌ;اسم
26873;عاجر;رِجَاعٌ;اسم
26874;عيجرت;تَرْجِيعٌ;اسم
26875;فجر;رَجْفٌ;اسم
26876;نافجر;رَجَفَانٌ;اسم
26877;لجر;رَجْلٌ;اسم
26878;لجر;رَجَلٌ;اسم
26879;ةلجر;رُجْلَةٌ;اسم
26880;ليجرت;تَرْجِيلٌ;اسم
26881;ةعجارم;مُرَاجَعَةٌ;اسم
26882;مجر;رَجْمٌ;اسم
26883;ميجرت;تَرْجِيمٌ;اسم
26884;نوجر;رُجُونٌ;اسم
26885;نجر;رَجْنٌ;اسم
26886;نوجر;رُجُونٌ;اسم
26887;نيجرت;تَرْجِينٌ;اسم
26888;اجر;رَجاً;اسم
26889;وحر;رَحْوٌ;اسم
26890;بحر;رَحَبٌ;اسم
26891;بحر;رُحْبٌ;اسم
26892;ةباحر;رَحَابَةٌ;اسم
26893;بيحرت;تَرْحِيبٌ;اسم
26894;لحر;رَحْلٌ;اسم
26895;ليحر;رَحِيلٌ;اسم
26896;لاحرت;تَرْحَالٌ;اسم
26897;ةلحر;رِحْلَةٌ;اسم
26898;ليحرت;تَرْحِيلٌ;اسم
26899;ةمحر;رَحْمَةٌ;اسم
26900;ةمحرم;مَرْحَمَةٌ;اسم
26901;محر;رُحُمٌ;اسم
26902;ةماحر;رَحَامَةٌ;اسم
26903;ةمجارم;مُرَاجَمَةٌ;اسم
26904;خر;رَخٌّ;اسم
26905;خر;رَخٌّ;اسم
26906;ءاخر;رَخَاءٌ;اسم
26907;ءاخر;رَخَاءٌ;اسم
26908;ةيخرت;تَرْخِيَةٌ;اسم
26909;حاور;رَوَاحٌ;اسم
26910;صخر;رُخْصٌ;اسم
26911;ةصاخر;رَخَاصَةٌ;اسم
26912;ةصوخر;رُخُوصَةٌ;اسم
26913;صيخرت;تَرْخِيصٌ;اسم
26914;فخر;رَخْفٌ;اسم
26915;ةفاخر;رَخَافَةٌ;اسم
26916;ةفوخر;رُخُوفَةٌ;اسم
26917;مخر;رَخْمٌ;اسم
26918;حور;رَوْحٌ;اسم
26919;حاور;رَوَاحٌ;اسم
26920;مخر;رَخْمٌ;اسم
26921;مخر;رَخَمٌ;اسم
26922;ةمخر;رَخْمَةٌ;اسم
26923;مخر;رَخْمٌ;اسم
26924;ةمخر;رَخْمَةٌ;اسم
26925;ةمخر;رَخَمَةٌ;اسم
26926;ميخرت;تَرْخِيمٌ;اسم
26927;ةواخر;رَخَاوَةٌ;اسم
26928;ءاخر;رَخَاءٌ;اسم
26929;اخر;رَخاً;اسم
26930;ءاخر;رَخَاءٌ;اسم
26931;حير;رِيحٌ;اسم
26932;در;رَدٌّ;اسم
26933;دادرت;تَرْدَادٌ;اسم
26934;يدر;رَدْيٌ;اسم
26935;نايدر;رَدَيَانٌ;اسم
26936;ةيدرت;تَرْدِيَةٌ;اسم
26937;ةحار;راحَةٌ;اسم
26938;حدر;رَدْحٌ;اسم
26939;ةحادر;رَدَاحَةٌ;اسم
26940;حيدرت;تَرْدِيحٌ;اسم
26941;ديدرت;تَرْدِيدٌ;اسم
26942;عدر;رَدْعٌ;اسم
26943;عيدرت;تَرْدِيعٌ;اسم
26944;حاور;رَوَاحٌ;اسم
26945;حار;رَاحٌ;اسم
26946;ةحار;رَاحَةٌ;اسم
26947;ةحاير;رِيَاحَةٌ;اسم
26948;ةيحيرأ;أَرِيحِيَّةٌ;اسم
26949;فدر;رَدْفٌ;اسم
26950;فدر;رَدْفٌ;اسم
26951;مدر;رَدْمٌ;اسم
26952;ىدر;رَدىً;اسم
26953;ذاذر;رَذَاذٌ;اسم
26954;لذر;رَذْلٌ;اسم
26955;ةلاذر;رَذَالَةٌ;اسم
26956;زر;رَزٌّ;اسم
26957;ءزر;رُزْءٌ;اسم
26958;حيزرت;تَرْزِيحٌ;اسم
26959;زيزرت;تَرْزِيزٌ;اسم
26960;قزر;رَزْقٌ;اسم
26961;ةلحارم;مُرَاحَلَةٌ;اسم
26962;مزر;رَزْمٌ;اسم
26963;موزر;رُزُومٌ;اسم
26964;مازر;رُزَامٌ;اسم
26965;ميزرت;تَرْزِيمٌ;اسم
26966;نزر;رَزْنٌ;اسم
26967;نوزر;رُزُونٌ;اسم
26968;ةنازر;رَزانَةٌ;اسم
26969;سر;رَسٌّ;اسم
26970;سر;رَسٌّ;اسم
26971;سيسر;رَسِيسٌ;اسم
26972;وسر;رَسْوٌ;اسم
26973;وسر;رُسُوٌّ;اسم
26974;وسر;رَسْوٌ;اسم
26975;بوسر;رُسُوبٌ;اسم
26976;بسر;رَسْبٌ;اسم
26977;بوسر;رُسُوبٌ;اسم
26978;بسر;رَسَبٌ;اسم
26979;خوسر;رُسُوخٌ;اسم
26980;خيسرت;تَرْسِيخٌ;اسم
26981;فسر;رَسْفٌ;اسم
26982;فيسر;رَسِيفٌ;اسم
26983;لسر;رَسَلٌ;اسم
26984;ةلاسر;رَسَالَةٌ;اسم
26985;ليسرت;تَرْسِيلٌ;اسم
26986;مسر;رَسْمٌ;اسم
26987;ميسرت;تَرْسِيمٌ;اسم
26988;نسر;رَسْنٌ;اسم
26989;ةاخارم;مُرَاخَاةٌ;اسم
26990;شر;رَشٌّ;اسم
26991;شاشرت;تَرْشاشٌ;اسم
26992;وشر;رَشْوٌ;اسم
26993;ءاشر;رِشَاءٌ;اسم
26994;حشر;رَشْحٌ;اسم
26995;ناحشر;رَشَحانٌ;اسم
26996;حشر;رَشْحٌ;اسم
26997;حوشر;رُشوحٌ;اسم
26998;حشر;رَشَحٌ;اسم
26999;ناحشر;رَشَحانٌ;اسم
27000;حيشرت;تَرْشيحٌ;اسم
27001;دشر;رُشْدٌ;اسم
27002;داشر;رَشادٌ;اسم
27003;دشر;رَشَدٌ;اسم
27004;داشر;رَشادٌ;اسم
27005;ديشرت;تَرْشيدٌ;اسم
27006;فشر;رَشْفٌ;اسم
27007;فاشرت;تَرْشافٌ;اسم
27008;فشر;رَشَفٌ;اسم
27009;نافشر;رَشَفانٌ;اسم
27010;دور;رَوْدٌ;اسم
27011;داير;رِيَادٌ;اسم
27012;قشر;رَشْقٌ;اسم
27013;ةقاشر;رَشاقَةٌ;اسم
27014;مشر;رَشْمٌ;اسم
27015;مشر;رَشَمٌ;اسم
27016;دور;رَوْدٌ;اسم
27017;نادور;رَوَدَانٌ;اسم
27018;نشر;رَشْنٌ;اسم
27019;نوشر;رُشونٌ;اسم
27020;صر;رَصٌّ;اسم
27021;صصر;رَصَصٌ;اسم
27022;ةدارم;مُرَادَّةٌ;اسم
27023;وصر;رَصْوٌ;اسم
27024;دصر;رَصْدٌ;اسم
27025;دصر;رَصَدٌ;اسم
27026;ديصرت;تَرْصيدٌ;اسم
27027;صيصرت;تَرْصيصٌ;اسم
27028;عصر;رَصْعٌ;اسم
27029;عصر;رَصَعٌ;اسم
27030;فصر;رَصْفٌ;اسم
27031;فصر;رَصَفٌ;اسم
27032;ةفاصر;رَصافَةٌ;اسم
27033;فيصرت;تَرْصيفٌ;اسم
27034;ةناصر;رَصانَةٌ;اسم
27035;ةناصر;رَصانَةٌ;اسم
27036;نيصرت;تَرْصينٌ;اسم
27037;ضر;رَضٌّ;اسم
27038;ةفدارم;مُرَادَفَةٌ;اسم
27039;وضر;رَضْوٌ;اسم
27040;ةيضرت;تَرْضِيَةٌ;اسم
27041;بضر;رَضْبٌ;اسم
27042;خضر;رَضْخٌ;اسم
27043;ةضرضر;رَضْرَضَةٌ;اسم
27044;عضر;رَضْعٌ;اسم
27045;عضر;رَضَعٌ;اسم
27046;عاضر;رِضاعٌ;اسم
27047;عاضر;رَضَاعٌ;اسم
27048;ةعاضر;رَضَاعَةٌ;اسم
27049;ةعاضر;رِضاعَةٌ;اسم
27050;ةعاضر;رَضاعَةٌ;اسم
27051;عضر;رَضَعٌ;اسم
27052;ةعاضر;رَضاعَةٌ;اسم
27053;فضر;رَضْفٌ;اسم
27054;فيضرت;تَرْضيفٌ;اسم
27055;ىضر;رِضىً;اسم
27056;ناوضر;رِضْوانٌ;اسم
27057;ةاضرم;مَرْضاةٌ;اسم
27058;ةباطر;رَطابَةٌ;اسم
27059;بوطر;رُطوبٌ;اسم
27060;بطر;رَطْبٌ;اسم
27061;بوطر;رُطوبٌ;اسم
27062;ةبوطر;رُطوبَةٌ;اسم
27063;ةباطر;رَطابَةٌ;اسم
27064;ةباطر;رَطابَةٌ;اسم
27065;بيطرت;تَرْطيبٌ;اسم
27066;لطر;رَطْلٌ;اسم
27067;ليطرت;تَرْطيلٌ;اسم
27068;مطر;رَطْمٌ;اسم
27069;ةناطر;رَطانَةٌ;اسم
27070;نطر;رَطْنٌ;اسم
27071;ةناطر;رِطانَةٌ;اسم
27072;عر;رَعٌّ;اسم
27073;وعر;رَعْوٌ;اسم
27074;وعر;رِعْوٌ;اسم
27075;ةوعر;رَعْوَةٌ;اسم
27076;ىوعر;رَعْوَى;اسم
27077;يعر;رَعْيٌ;اسم
27078;ةياعر;رِعايَةٌ;اسم
27079;ىعرم;مَرْعىً;اسم
27080;يعر;رَعْيٌ;اسم
27081;ةياعر;رِعايَةٌ;اسم
27082;ةيعرت;تَرْعِيَةٌ;اسم
27083;زور;رَوْزٌ;اسم
27084;بعر;رَعْبٌ;اسم
27085;بعر;رُعْبٌ;اسم
27086;بيعرت;تَرْعيبٌ;اسم
27087;ةلبعر;رَعْبَلَةٌ;اسم
27088;دعر;رَعْدٌ;اسم
27089;ةعرعر;رَعْرَعَةٌ;اسم
27090;سور;رَوْسٌ;اسم
27091;ناسير;رَيَسَانٌ;اسم
27092;شعر;رَعْشٌ;اسم
27093;شاعر;رُعاشٌ;اسم
27094;شعر;رَعَشٌ;اسم
27095;شيعرت;تَرْعيشٌ;اسم
27096;فعر;رَعْفٌ;اسم
27097;فاعر;رُعافٌ;اسم
27098;فعر;رَعَفٌ;اسم
27099;ةنوعر;رُعونَةٌ;اسم
27100;نعر;رَعَنٌ;اسم
27101;ةنوعر;رُعونَةٌ;اسم
27102;ةنوعر;رُعونَةٌ;اسم
27103;وغر;رَغْوٌ;اسم
27104;وغر;رَغْوٌ;اسم
27105;ءاغر;رُغاءٌ;اسم
27106;ةيغرت;تَرْغِيةٌ;اسم
27107;بغر;رَغَبٌ;اسم
27108;ةبغر;رَغْبَةٌ;اسم
27109;ةبغر;رُغْبَةٌ;اسم
27110;ةلسارم;مُراسَلَةٌ;اسم
27111;بغر;رُغْبٌ;اسم
27112;ةباغر;رَغابَةٌ;اسم
27113;بيغرت;تَرْغيبٌ;اسم
27114;دغر;رَغَدٌ;اسم
27115;دغر;رَغْدٌ;اسم
27116;ةداغر;رَغادَةٌ;اسم
27117;ةغرغر;رَغْرَغَةٌ;اسم
27118;فغر;رَغْفٌ;اسم
27119;مغر;رَغْمٌ;اسم
27120;مغرم;مَرْغَمٌ;اسم
27121;ةمغرم;مَرْغَمَةٌ;اسم
27122;مغر;رَغَمٌ;اسم
27123;ميغرت;تَرْغيمٌ;اسم
27124;نغر;رَغْنٌ;اسم
27125;فر;رَفٌّ;اسم
27126;فيفر;رَفيفٌ;اسم
27127;فر;رَفٌّ;اسم
27128;فر;رَفٌّ;اسم
27129;وفر;رَفْوٌ;اسم
27130;ءفر;رَفْءٌ;اسم
27131;ةئفرت;تَرْفِئَةٌ;اسم
27132;ءيفرت;تَرْفِيءٌ;اسم
27133;شور;رَوْشٌ;اسم
27134;تفر;رَفْتٌ;اسم
27135;دفر;رَفْدٌ;اسم
27136;ةدافر;رِفادَةٌ;اسم
27137;ديفرت;تَرْفيدٌ;اسم
27138;ةفرفر;رَفْرَفَةٌ;اسم
27139;شير;رَيْشٌ;اسم
27140;سفر;رَفْسٌ;اسم
27141;شوفر;رُفوشٌ;اسم
27142;شفر;رَفْشٌ;اسم
27143;شفر;رَفَشٌ;اسم
27144;ضفر;رَفْضٌ;اسم
27145;ةاشارم;مُرَاشَاةٌ;اسم
27146;ضوفر;رُفوضٌ;اسم
27147;عفر;رَفْعٌ;اسم
27148;عافر;رِفاعٌ;اسم
27149;عفر;رَفْعٌ;اسم
27150;عفر;رَفْعٌ;اسم
27151;ناعفر;رُفْعانٌ;اسم
27152;ةعفر;رِفْعَةٌ;اسم
27153;ةعافر;رِفاعَةٌ;اسم
27154;عيفرت;تَرْفيعٌ;اسم
27155;قفر;رِفْقٌ;اسم
27156;قفر;رَفْقٌ;اسم
27157;قفر;رَفَقٌ;اسم
27158;ةقافر;رَفاقَةٌ;اسم
27159;قفر;رِفْقٌ;اسم
27160;قفرم;مَرْفِقٌ;اسم
27161;لفر;رَفْلٌ;اسم
27162;لفر;رَفَلٌ;اسم
27163;ليفرت;تَرْفيلٌ;اسم
27164;هفر;رَفْهٌ;اسم
27165;ةيهافر;رَفاهِيَةٌ;اسم
27166;ةهافر;رَفاهَةٌ;اسم
27167;هيفرت;تَرْفيهٌ;اسم
27168;ةقشارم;مُرَاشَقَةٌ;اسم
27169;ةقر;رِقَّةٌ;اسم
27170;قر;رِقٌّ;اسم
27171;يقر;رَقْيٌ;اسم
27172;ةيقر;رُقْيَةٌ;اسم
27173;يقر;رُقِيٌّ;اسم
27174;ةيقرت;تَرْقِيَةٌ;اسم
27175;بوقر;رَقوبٌ;اسم
27176;ةباقر;رَقابَةٌ;اسم
27177;بقر;رَقَبٌ;اسم
27178;دقر;رَقْدٌ;اسم
27179;دوقر;رُقودٌ;اسم
27180;داقر;رُقادٌ;اسم
27181;ديقرت;تَرْقيدٌ;اسم
27182;ةقرقر;رَقْرَقَةٌ;اسم
27183;شقر;رَقْشٌ;اسم
27184;ةدصارم;مُرَاصَدَةٌ;اسم
27185;شقر;رَقَشٌ;اسم
27186;ةشقر;رُقْشَةٌ;اسم
27187;شيقرت;تَرْقيشٌ;اسم
27188;صقر;رَقْصٌ;اسم
27189;صيقرت;تَرْقيصٌ;اسم
27190;طقر;رَقْطٌ;اسم
27191;طقر;رَقَطٌ;اسم
27192;طيقرت;تَرْقيطٌ;اسم
27193;عقر;رَقْعٌ;اسم
27194;عيقرت;تَرْقيعٌ;اسم
27195;قيقرت;تَرْقيقٌ;اسم
27196;مقر;رَقْمٌ;اسم
27197;ضور;رَوْضٌ;اسم
27198;ةضاير;رِيَاضَةٌ;اسم
27199;ميقرت;تَرْقيمٌ;اسم
27200;نقر;رَقْنٌ;اسم
27201;نيقرت;تَرْقِينٌ;اسم
27202;يقر;رُقِيٌّ;اسم
27203;يقر;رَقْيٌ;اسم
27204;ءاضر;رِضَاءٌ;اسم
27205;ةاضارم;مُرَاضَاةٌ;اسم
27206;كر;رَكٌّ;اسم
27207;ةكاكر;رَكاكَةٌ;اسم
27208;ةكر;رِكَّةٌ;اسم
27209;كر;رَكٌّ;اسم
27210;وكر;رَكْوٌ;اسم
27211;عاضر;رِضَاعٌ;اسم
27212;ةعضارم;مُرَاضَعَةٌ;اسم
27213;بكر;رَكْبٌ;اسم
27214;بوكر;رُكوبٌ;اسم
27215;بكر;رَكَبٌ;اسم
27216;بيكرت;تَرْكيبٌ;اسم
27217;دوكر;رُكودٌ;اسم
27218;زكر;رَكْزٌ;اسم
27219;زيكرت;تَرْكيزٌ;اسم
27220;ضكر;رَكْضٌ;اسم
27221;عكر;رَكْعٌ;اسم
27222;عوكر;رُكوعٌ;اسم
27223;عيكرت;تَرْكيعٌ;اسم
27224;كيكرت;تَرْكيكٌ;اسم
27225;لكر;رَكْلٌ;اسم
27226;مكر;رَكْمٌ;اسم
27227;نوكر;رُكونٌ;اسم
27228;نكر;رَكَنٌ;اسم
27229;ةناكر;رَكانَةٌ;اسم
27230;ةيناكر;رَكانِيَةٌ;اسم
27231;ةنوكر;رُكونَةٌ;اسم
27232;نيكرت;تَرْكِينٌ;اسم
27233;مر;رَمٌّ;اسم
27234;ةمرم;مَرَمَّةٌ;اسم
27235;مر;رَمٌّ;اسم
27236;ةمر;رِمَّةٌ;اسم
27237;ميمر;رَميمٌ;اسم
27238;يمر;رَمْيٌ;اسم
27239;ةيامر;رِمايَةٌ;اسم
